parents,parents_beaten,beaten,p,e,t
1+2 (0.23:0.77),7 & 6,2,[ 0.  0.  0.  0. 63.  0.  0. 50.],[70. 20. 60. 80.  0. 50. 10.  0.],[387 363 456 715 268 310 202 319]
1+2 (0.24:0.76),7 & 6,3,[ 0. 74.  0.  0. 63.  0.  0. 61.],[70.  0. 60. 60.  0. 70. 10.  0.],[387 278 508 706 268 432 202 331]
1+2 (0.25:0.75),7 & 6,2,[ 0.  0.  0.  0. 63.  0.  0. 54.],[50. 50. 70. 90.  0. 70. 10.  0.],[375 363 503 626 268 441 202 331]
1+2 (0.26:0.74),7 & 6,3,[ 0. 76.  0.  0. 63.  0.  0. 39.],[60.  0. 70. 40.  0. 60. 10.  0.],[375 268 503 959 268 364 202 522]
1+2 (0.27:0.73),7 & 6,2,[ 0.  0.  0.  0. 59.  0.  0. 62.],[60. 10. 50. 80.  0. 70. 10.  0.],[375 363 510 667 267 324 202 423]
1+2 (0.28:0.72),7 & 6,2,[ 0.  0.  0.  0. 50.  0.  0. 45.],[60. 40. 50. 80.  0. 70. 10.  0.],[376 368 534 667 294 393 202 421]
1+2 (0.29:0.71),7 & 6,2,[ 0.  0.  0.  0. 63.  0.  0. 37.],[70. 40. 40. 60.  0. 70. 10.  0.],[387 368 533 674 266 426 202 423]
1+2 (0.30:0.70),7 & 6,1,[ 0.  0.  0.  0. 56.  0.  0.  3.],[70. 20. 50. 80.  0. 80. 10. 10.],[ 356  370  512  637  294  378  202 1000]
1+2 (0.31:0.69),7 & 6,2,[ 0.  0.  0.  0. 60.  0.  0. 71.],[40. 20. 50. 70.  0. 70. 10.  0.],[387 370 512 517 268 356 202 321]
1+2 (0.32:0.68),7 & 6,2,[ 0.  0.  0.  0. 59.  0.  0. 73.],[20. 30. 50. 70.  0. 70. 10.  0.],[387 372 512 497 267 372 202 301]
1+2 (0.33:0.67),7 & 6,2,[ 0.  0.  0.  0. 64.  0.  0. 77.],[50. 30. 40. 80.  0. 50. 20.  0.],[376 372 537 652 294 331 201 277]
1+2 (0.34:0.66),7 & 6,2,[ 0.  0.  0.  0. 63.  0.  0. 75.],[50. 30. 50. 80.  0. 60. 20.  0.],[376 372 511 585 294 494 201 321]
1+2 (0.35:0.65),7 & 6,2,[ 0.  0.  0.  0. 62.  0.  0. 80.],[50. 20. 50. 80.  0. 50. 30.  0.],[398 369 536 704 293 406 203 278]
1+2 (0.36:0.64),7 & 6,1,[ 0.  0.  0.  0. 60.  0.  0.  0.],[50. 10. 50. 80.  0. 60. 20. 30.],[376 371 536 705 320 565 203 634]
1+2 (0.37:0.63),7 & 6,1,[ 0.  0.  0.  0. 74.  0.  0.  0.],[50. 10. 50. 80.  0. 40. 50. 20.],[376 371 536 704 241 526 203 620]
1+2 (0.38:0.62),7 & 6,1,[ 0.  0.  0.  0. 75.  0.  0.  0.],[50. 30. 50. 80.  0. 80. 60. 40.],[376 335 536 634 240 294 201 411]
1+2 (0.39:0.61),7 & 6,1,[ 0.  0.  0.  0. 81.  0.  0.  0.],[50. 20. 50. 80.  0. 90. 60. 40.],[376 336 536 757 201 435 201 411]
1+2 (0.40:0.60),7 & 6,1,[ 0.  0.  0.  0. 60.  0.  0.  0.],[50. 20. 50. 80.  0. 50. 60. 40.],[376 335 536 756 372 496 201 546]
1+2 (0.41:0.59),7 & 6,1,[ 0.  0.  0.  0. 63.  0.  0.  0.],[50. 30. 50. 80.  0. 80. 70. 40.],[376 335 536 715 344 454 204 545]
1+2 (0.42:0.58),7 & 6,1,[ 0.  0.  0.  0. 60.  0.  0.  0.],[50. 30. 50. 80.  0. 80. 80. 40.],[376 335 536 708 371 388 201 543]
1+2 (0.43:0.57),7 & 6,1,[ 0.  0.  0.  0. 67.  0.  0.  0.],[50. 40. 60. 80.  0. 90. 80. 30.],[376 320 538 454 370 390 201 551]
1+2 (0.44:0.56),7 & 6,1,[ 0.  0.  0.  0. 66.  0.  0.  0.],[50. 30. 60. 80.  0. 80. 80. 30.],[376 335 538 438 370 412 200 548]
1+2 (0.45:0.55),7 & 6,1,[ 0.  0.  0.  0. 54.  0.  0.  0.],[50. 50. 60. 80.  0. 70. 80. 30.],[376 318 538 475 398 370 200 548]
1+2 (0.46:0.54),7 & 6,1,[ 0.  0.  0.  0. 44.  0.  0.  0.],[50. 30. 60. 80.  0. 80. 80. 40.],[400 333 538 313 526 344 200 500]
1+2 (0.47:0.53),7 & 6,1,[ 0.  0.  0.  0. 38.  0.  0.  0.],[50. 30. 60. 80.  0. 70. 90. 30.],[400 333 538 313 502 414  45 705]
1+2 (0.48:0.52),7 & 6,1,[ 0.  0.  0.  0. 42.  0.  0.  0.],[50. 40. 60. 80.  0. 70. 90. 10.],[400 318 538 313 579 412  45 855]
1+2 (0.49:0.51),7 & 6,2,[ 0.  0.  0.  0. 53.  0.  0. 17.],[40. 40. 60. 70.  0. 80. 90.  0.],[374 335 538 362 474 322  45 665]
1+2 (0.50:0.50),7 & 6,2,[ 0.  0.  0.  0. 60.  0.  0. 14.],[50. 60. 60. 70.  0. 80. 90.  0.],[406 337 538 361 396 341  45 665]
1+2 (0.51:0.49),7 & 6,2,[ 0.  0.  0.  0. 44.  0.  0. 34.],[50. 60. 60. 80.  0. 80. 90.  0.],[408 337 536 380 526 342  45 461]
1+2 (0.52:0.48),7 & 6,2,[ 0.  0.  0.  0. 39.  0.  0. 15.],[50. 60. 60. 70.  0. 80. 90.  0.],[408 337 531 408 631 324  45 628]
1+2 (0.53:0.47),7 & 6,2,[ 0.  0.  0.  0. 64.  0.  0. 20.],[50. 70. 40. 70.  0. 80. 90.  0.],[408 337 533 371 410 324  45 666]
1+2 (0.54:0.46),7 & 6,1,[ 0.  0.  0.  0. 71.  0.  0.  0.],[50. 70. 20. 70.  0. 80. 90. 20.],[408 337 522 372 408 324  45 763]
1+2 (0.55:0.45),7 & 6,2,[ 0.  0.  0.  0. 80.  0.  0.  6.],[30. 70. 20. 70.  0. 80. 90.  0.],[368 337 522 405 265 324  45 925]
1+2 (0.56:0.44),7 & 6,1,[ 0.  0.  0.  0. 80.  0.  0. 17.],[30. 70. 20. 70.  0. 80. 90. 20.],[ 368  337  522  405  265  324   45 1000]
1+2 (0.57:0.43),7 & 6,2,[ 0.  0.  0.  0. 84.  0.  0.  3.],[30. 60. 20. 70.  0. 80. 90.  0.],[368 337 522 405 290 324  45 834]
1+2 (0.58:0.42),7 & 6,1,[ 0.  0.  0.  0. 69.  0.  0.  0.],[30. 60. 20. 70.  0. 90. 90. 10.],[368 337 522 405 448 356  45 934]
1+2 (0.59:0.41),7 & 6,2,[ 0.  0.  0.  0. 71.  0.  0. 21.],[30. 60. 20. 70.  0. 90. 90.  0.],[368 337 522 424 462 356  45 850]
1+2 (0.60:0.40),7 & 6,1,[ 0.  0.  0.  0. 84.  0.  0.  9.],[30. 80. 60. 70.  0. 90. 80. 20.],[ 368  323  530  623  369  356  198 1000]
1+2 (0.61:0.39),7 & 6,1,[ 0.  0.  0.  0. 88.  0.  0.  0.],[30. 60. 50. 70.  0. 90. 80. 10.],[368 320 524 590 291 356 198 908]
1+2 (0.62:0.38),7 & 6,2,[ 0. 28.  0.  0. 88.  0.  0.  0.],[30.  0. 50. 70.  0. 90. 80. 30.],[368 278 524 587 291 356 197 736]
1+2 (0.63:0.37),7 & 6,3,[ 0.  0. 44.  0. 85.  0.  0. 11.],[30. 20.  0. 80.  0. 90. 80.  0.],[368 335 496 482 369 356 197 769]
1+2 (0.64:0.36),7 & 6,2,[ 0.  0. 44.  0. 82.  0.  0.  0.],[30. 30.  0. 80.  0. 90. 80. 40.],[368 320 496 482 447 356 197 807]
1+2 (0.65:0.35),7 & 6,2,[ 0.  0. 44.  0. 81.  0.  0.  0.],[30. 20.  0. 80.  0. 90. 80. 10.],[368 318 496 482 383 356 197 934]
1+2 (0.66:0.34),7 & 6,3,[ 0.  0. 44.  0. 80.  0.  0. 26.],[40. 20.  0. 80.  0. 90. 70.  0.],[367 318 496 482 383 356 193 821]
1+2 (0.67:0.33),7 & 6,3,[ 0.  0. 44.  0. 90.  0.  0. 19.],[50. 50.  0. 80.  0. 90. 70.  0.],[398 335 496 482 290 356 192 925]
1+2 (0.68:0.32),7 & 6,2,[ 0.  0.  0.  0. 95.  0.  0. 20.],[50. 30. 20. 80.  0. 90. 60.  0.],[388 339 523 482 276 356 196 925]
1+2 (0.69:0.31),7 & 6,2,[ 0.  0.  0.  0. 57.  0.  0.  9.],[40. 10. 20. 80.  0. 90. 60.  0.],[366 376 523 482 762 356 196 879]
1+2 (0.70:0.30),7 & 6,1,[ 0.  0.  0.  0. 23.  0.  0.  9.],[40. 10. 20. 80. 40. 90. 60.  0.],[ 366  376  522  482 1000  356  196  879]
1+2 (0.71:0.29),7 & 6,2,[ 0.  0.  0.  0. 55.  0.  0. 47.],[40. 20. 20. 80.  0. 90. 60.  0.],[366 374 522 482 527 339 194 626]
1+2 (0.72:0.28),7 & 6,2,[ 0.  0.  0.  0. 57.  0.  0. 41.],[40. 30. 20. 80.  0. 70. 60.  0.],[366 377 522 482 501 415 186 671]
1+2 (0.73:0.27),7 & 6,2,[ 0.  0.  0.  0. 73.  0.  0. 26.],[40. 30. 70. 80.  0. 70. 60.  0.],[403 377 521 451 398 393 186 826]
1+2 (0.74:0.26),7 & 6,1,[ 0.  0.  0.  0. 62.  0.  0.  0.],[40. 30. 70. 80.  0. 40. 60. 30.],[403 377 521 555 449 464 185 810]
1+2 (0.75:0.25),7 & 6,1,[ 0.  0.  0.  0. 47.  0.  0.  0.],[40. 50. 70. 80.  0. 90. 60. 20.],[403 372 521 549 580 547 184 942]
1+2 (0.76:0.24),7 & 6,1,[ 0.  0.  0.  0. 78.  0.  0.  0.],[40. 40. 70. 80.  0. 80. 60. 30.],[403 363 521 554 346 564 183 939]
1+2 (0.77:0.23),7 & 6,1,[ 0.  0.  0.  0. 53.  0.  0.  0.],[40. 40. 50. 80.  0. 60. 60. 50.],[403 369 521 555 397 509 182 720]
1+2 (0.78:0.22),7 & 6,1,[ 0.  0.  0.  0. 84.  0.  0.  0.],[40. 40. 50. 80.  0. 80. 20. 30.],[433 369 521 554 293 584 184 860]
1+2 (0.79:0.21),7 & 6,1,[ 0.  0.  0.  0. 86.  0.  0.  0.],[40. 50. 50. 80.  0. 60. 20. 20.],[433 375 521 478 292 447 183 780]
1+2 (0.80:0.20),7 & 6,1,[ 0.  0.  0.  0. 86.  0.  0.  0.],[40. 50. 40. 80.  0. 60. 20. 30.],[433 375 521 555 279 533 183 804]
1+2 (0.81:0.19),7 & 6,1,[ 0.  0.  0.  0. 92.  0.  0.  0.],[40. 50. 40. 80.  0. 60. 20. 20.],[433 375 521 554 264 534 185 773]
1+2 (0.82:0.18),7 & 6,1,[ 0.  0.  0.  0. 26.  0.  0.  0.],[40. 10. 40. 50.  0. 80. 30. 50.],[433 380 521 548 580 628 185 583]
1+2 (0.83:0.17),7 & 6,1,[ 0.  0.  0.  0. 84.  0.  0.  0.],[40. 20. 40. 90.  0. 80. 30. 20.],[433 363 521 481 267 504 168 700]
1+2 (0.84:0.16),7 & 6,1,[ 0.  0.  0.  0. 61.  0.  0.  0.],[40. 70. 40. 90.  0. 60. 30. 20.],[433 375 521 481 346 512 168 715]
1+2 (0.85:0.15),7 & 6,1,[ 0.  0.  0.  0. 62.  0.  0.  0.],[60. 70. 40. 90.  0. 50. 30. 20.],[336 375 521 402 346 580 174 621]
1+2 (0.86:0.14),7 & 6,1,[ 0.  0.  0.  0. 57.  0.  0.  0.],[60. 70. 30. 90.  0. 70. 30. 10.],[393 375 505 384 345 571 174 770]
1+2 (0.87:0.13),7 & 6,1,[ 0.  0.  0.  0. 66.  0.  0.  0.],[50. 70. 30. 80.  0. 50. 30. 20.],[398 378 509 347 294 501 175 800]
1+2 (0.88:0.12),7 & 6,2,[ 0.  0.  0.  0. 60.  0.  0. 23.],[50. 70. 60. 90.  0. 70. 20.  0.],[371 378 520 383 320 627 176 652]
1+2 (0.89:0.11),7 & 6,1,[ 0.  0.  0.  0. 59.  0.  0.  0.],[60. 40. 40. 90.  0. 50. 20. 20.],[372 379 496 383 345 481 176 779]
1+2 (0.90:0.10),7 & 6,2,[ 0.  0.  0.  0. 60.  0.  0. 21.],[50. 40. 30. 90.  0. 80. 20.  0.],[334 378 496 387 345 557 176 735]
1+2 (0.91:0.09),7 & 6,1,[ 0.  0.  0.  0. 60.  0.  0.  0.],[50. 40. 20. 90.  0. 50. 10. 30.],[332 378 496 385 345 514 176 859]
1+2 (0.92:0.08),7 & 6,2,[ 0.  0.  0.  0. 60.  0.  0. 23.],[60. 40. 10. 90.  0. 70. 10.  0.],[321 378 495 378 345 597 176 626]
1+2 (0.93:0.07),7 & 6,2,[ 0.  0.  0.  0. 63.  0.  0. 22.],[50. 30. 20. 90.  0. 50. 10.  0.],[331 379 467 378 294 552 176 821]
1+2 (0.94:0.06),7 & 6,3,[ 0.  0.  0.  0. 67.  0.  0. 63.],[30. 30. 30.  0.  0. 80. 10.  0.],[324 380 509 900 268 519 177 384]
1+2 (0.95:0.05),7 & 6,3,[ 0.  0.  0. 15. 68.  0.  0. 56.],[20. 10. 10.  0.  0. 70. 10.  0.],[331 368 522 784 268 543 177 418]
1+2 (0.96:0.04),7 & 6,3,[ 0.  0.  0.  0. 68.  0.  0. 69.],[20. 40. 30.  0.  0. 60. 10.  0.],[322 382 509 782 268 477 177 275]
1+2 (0.97:0.03),7 & 6,3,[ 0. 44.  0.  0. 68.  0. 65.  0.],[30.  0. 10. 20.  0. 70.  0. 20.],[326 341 501 612 268 643 158 652]
1+2 (0.98:0.02),7 & 6,6,[26. 48.  8.  0. 66.  0. 65. 21.],[ 0.  0.  0. 20.  0. 70.  0.  0.],[325 341 487 737 294 359 158 616]
1+2 (0.99:0.01),7 & 6,5,[100.  46.   0.   0.  60.   0.  65.  32.],[ 0.  0. 60. 10.  0. 50.  0.  0.],[184 315 465 640 346 480 158 418]
1+3 (0.01:0.99),7 & 6,5,[ 0. 72. 34.  0. 68.  0. 81. 62.],[70.  0.  0. 70.  0. 40.  0.  0.],[332 278 496 488 267 475 171 426]
1+3 (0.02:0.98),7 & 6,5,[ 0. 72. 34.  0. 68.  0. 81. 69.],[70.  0.  0. 70.  0. 30.  0.  0.],[332 278 496 428 267 496 171 368]
1+3 (0.03:0.97),7 & 6,5,[ 0. 72. 34.  0. 66.  0. 81. 70.],[70.  0.  0. 70.  0. 50.  0.  0.],[332 278 496 428 267 420 171 369]
1+3 (0.04:0.96),7 & 6,4,[ 0. 72. 34.  0. 66.  0. 81.  0.],[70.  0.  0. 70.  0. 70.  0. 50.],[332 278 496 428 267 309 171 666]
1+3 (0.05:0.95),7 & 6,5,[ 0. 72. 34.  0. 51.  0. 81.  9.],[70.  0.  0. 70.  0. 70.  0.  0.],[332 278 496 428 372 307 171 730]
1+3 (0.06:0.94),7 & 6,5,[ 0. 72. 34.  0. 65.  0. 81. 12.],[70.  0.  0. 70.  0. 70.  0.  0.],[332 278 496 428 267 286 171 769]
1+3 (0.07:0.93),7 & 6,5,[ 0. 72. 34.  0. 65.  0. 81. 39.],[70.  0.  0. 70.  0. 70.  0.  0.],[332 278 496 428 267 301 171 581]
1+3 (0.08:0.92),7 & 6,5,[ 0. 72. 32.  0. 60.  0. 81. 36.],[70.  0.  0. 70.  0. 70.  0.  0.],[332 278 496 428 320 301 171 605]
1+3 (0.09:0.91),7 & 6,5,[ 0. 72. 32.  0. 59.  0. 81. 36.],[70.  0.  0. 70.  0. 70.  0.  0.],[332 278 496 428 320 301 171 592]
1+3 (0.10:0.90),7 & 6,5,[ 0. 72. 32.  0. 61.  0. 81.  8.],[70.  0.  0. 70.  0. 70.  0.  0.],[332 278 496 428 320 301 171 770]
1+3 (0.11:0.89),7 & 6,5,[ 0. 72. 32.  0. 69.  0. 81.  5.],[70.  0.  0. 70.  0. 70.  0.  0.],[332 278 422 428 268 301 171 772]
1+3 (0.12:0.88),7 & 6,5,[ 0. 72. 20.  0. 64.  0. 81. 26.],[70.  0.  0. 70.  0. 70.  0.  0.],[332 278 422 428 320 263 171 665]
1+3 (0.13:0.87),7 & 6,5,[ 0. 72. 24.  0. 56.  0. 81. 14.],[70.  0.  0. 70.  0. 70.  0.  0.],[332 278 485 429 346 263 171 743]
1+3 (0.14:0.86),7 & 6,5,[ 0. 72. 24.  0. 56.  0. 81. 15.],[70.  0.  0. 70.  0. 70.  0.  0.],[332 278 485 444 346 263 171 743]
1+3 (0.15:0.85),7 & 6,5,[ 0. 72.  8.  0. 56.  0. 81. 15.],[70.  0.  0. 70.  0. 70.  0.  0.],[332 278 422 444 346 265 171 743]
1+3 (0.16:0.84),7 & 6,5,[ 0. 72.  8.  0. 64.  0. 81. 41.],[70.  0.  0. 70.  0. 70.  0.  0.],[332 278 422 407 293 265 171 549]
1+3 (0.17:0.83),7 & 6,5,[ 0. 72. 10.  0. 64.  0. 81. 41.],[70.  0.  0. 70.  0. 70.  0.  0.],[332 278 485 407 293 248 171 549]
1+3 (0.18:0.82),7 & 6,4,[ 0. 72.  0.  0. 64.  0. 81. 41.],[70.  0. 40. 70.  0. 70.  0.  0.],[332 278 454 407 293 248 171 549]
1+3 (0.19:0.81),7 & 6,4,[ 0. 72.  0.  0. 56.  0. 81. 44.],[70.  0. 40. 70.  0. 70.  0.  0.],[332 278 454 407 320 248 171 548]
1+3 (0.20:0.80),7 & 6,4,[ 0. 70.  0.  0. 56.  0. 81. 18.],[70.  0. 10. 70.  0. 70.  0.  0.],[332 258 454 407 320 248 171 665]
1+3 (0.21:0.79),7 & 6,4,[ 0. 70.  0.  0. 56.  0. 81. 18.],[70.  0. 10. 70.  0. 70.  0.  0.],[332 258 458 407 320 248 171 665]
1+3 (0.22:0.78),7 & 6,4,[ 0. 70.  0.  0. 56.  0. 81. 20.],[70.  0. 10. 70.  0. 70.  0.  0.],[332 258 453 407 320 265 171 665]
1+3 (0.23:0.77),7 & 6,4,[ 0. 70.  0.  0. 56.  0. 81. 20.],[70.  0. 50. 70.  0. 70.  0.  0.],[332 258 339 407 320 265 171 665]
1+3 (0.24:0.76),7 & 6,4,[ 0. 70.  0.  0. 56.  0. 81. 20.],[70.  0. 50. 70.  0. 70.  0.  0.],[332 258 339 425 320 280 171 665]
1+3 (0.25:0.75),7 & 6,4,[ 0. 70.  0.  0. 56.  0. 81. 28.],[70.  0. 50. 70.  0. 70.  0.  0.],[332 258 339 426 320 262 171 665]
1+3 (0.26:0.74),7 & 6,4,[ 0. 78.  0.  0. 56.  0. 81. 30.],[70.  0. 50. 70.  0. 70.  0.  0.],[332 237 340 426 320 262 171 665]
1+3 (0.27:0.73),7 & 6,4,[ 0. 78.  0.  0. 56.  0. 81. 20.],[70.  0. 20. 70.  0. 70.  0.  0.],[332 237 454 426 320 251 171 665]
1+3 (0.28:0.72),7 & 6,4,[ 0. 78.  0.  0. 56.  0. 81. 21.],[70.  0. 50. 70.  0. 70.  0.  0.],[332 237 338 426 320 251 171 665]
1+3 (0.29:0.71),7 & 6,4,[ 0. 78.  0.  0. 54.  0. 81. 36.],[70.  0. 60. 70.  0. 70.  0.  0.],[332 237 338 404 320 251 171 563]
1+3 (0.30:0.70),7 & 6,4,[ 0. 78.  0.  0. 54.  0. 81. 31.],[70.  0. 50. 70.  0. 70.  0.  0.],[332 237 343 404 320 251 171 626]
1+3 (0.31:0.69),7 & 6,4,[ 0. 78.  0.  0. 53.  0. 81. 31.],[70.  0. 10. 70.  0. 70.  0.  0.],[332 237 456 404 320 251 171 626]
1+3 (0.32:0.68),7 & 6,3,[ 0. 78.  0.  0. 53.  0. 81.  0.],[70.  0. 10. 70.  0. 70.  0. 10.],[332 237 456 404 320 251 171 801]
1+3 (0.33:0.67),7 & 6,4,[ 0. 78.  0.  0. 63.  0. 81.  3.],[70.  0. 50. 70.  0. 70.  0.  0.],[332 237 339 402 268 251 171 879]
1+3 (0.34:0.66),7 & 6,4,[ 0. 78.  0.  0. 63.  0. 81. 14.],[70.  0. 50. 70.  0. 70.  0.  0.],[332 237 339 402 268 251 171 821]
1+3 (0.35:0.65),7 & 6,4,[ 0. 78.  0.  0. 63.  0. 81. 14.],[70.  0. 60. 70.  0. 70.  0.  0.],[332 237 339 402 268 252 171 756]
1+3 (0.36:0.64),7 & 6,4,[ 0. 78.  0.  0. 63.  0. 81.  5.],[70.  0. 60. 70.  0. 80.  0.  0.],[332 237 339 402 268 259 171 717]
1+3 (0.37:0.63),7 & 6,4,[ 0. 78.  0.  0. 63.  0. 81. 18.],[70.  0. 50. 70.  0. 80.  0.  0.],[332 237 339 385 268 267 171 548]
1+3 (0.38:0.62),7 & 6,3,[ 0. 78.  0.  0. 63.  0. 81.  0.],[70.  0. 40. 70.  0. 80.  0. 10.],[332 237 339 404 268 264 171 751]
1+3 (0.39:0.61),7 & 6,4,[ 0. 78.  0.  0. 63.  0. 81.  2.],[70.  0. 40. 70.  0. 90.  0.  0.],[332 237 339 382 268 264 171 860]
1+3 (0.40:0.60),7 & 6,4,[ 0. 78.  0.  0. 63.  0. 81. 32.],[70.  0. 40. 70.  0. 90.  0.  0.],[332 237 339 407 268 264 171 424]
1+3 (0.41:0.59),7 & 6,4,[ 0. 72.  0.  0. 63.  0. 81. 32.],[70.  0. 40. 70.  0. 90.  0.  0.],[332 247 339 367 268 264 171 424]
1+3 (0.42:0.58),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[70.  0. 40. 70.  0. 90.  0. 50.],[332 247 339 426 268 247 171 622]
1+3 (0.43:0.57),7 & 6,4,[ 0. 70.  0.  0. 63.  0. 81. 45.],[70.  0. 30. 70.  0. 80.  0.  0.],[332 247 338 445 268 274 171 510]
1+3 (0.44:0.56),7 & 6,4,[ 0. 70.  0.  0. 63.  0. 81. 45.],[70.  0. 30. 70.  0. 90.  0.  0.],[332 247 338 444 268 263 171 510]
1+3 (0.45:0.55),7 & 6,4,[ 0. 70.  0.  0. 63.  0. 81. 44.],[70.  0. 30. 60.  0. 80.  0.  0.],[332 247 338 474 268 264 171 497]
1+3 (0.46:0.54),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[70.  0. 30. 70.  0. 80.  0. 40.],[332 247 338 404 268 264 171 668]
1+3 (0.47:0.53),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[70.  0. 30. 70.  0. 80.  0. 60.],[332 247 338 386 268 274 171 617]
1+3 (0.48:0.52),7 & 6,4,[ 0. 70.  0.  0. 63.  0. 81. 41.],[70.  0. 50. 60.  0. 80.  0.  0.],[332 247 338 541 268 252 171 474]
1+3 (0.49:0.51),7 & 6,4,[ 0. 70.  0.  0. 63.  0. 81. 41.],[70.  0. 50. 50.  0. 80.  0.  0.],[332 247 338 541 268 252 171 474]
1+3 (0.50:0.50),7 & 6,4,[ 0. 70.  0.  0. 63.  0. 81. 41.],[ 70.   0.  50.  60.   0. 100.   0.   0.],[332 247 338 599 268 235 171 474]
1+3 (0.51:0.49),7 & 6,4,[ 0. 70.  0.  0. 63.  0. 81. 42.],[ 70.   0.  50.  60.   0. 100.   0.   0.],[332 247 338 519 268 236 171 474]
1+3 (0.52:0.48),7 & 6,4,[ 0. 70.  0.  0. 63.  0. 81. 36.],[ 70.   0.  50.  40.   0. 100.   0.   0.],[346 247 338 517 268 236 171 509]
1+3 (0.53:0.47),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[ 70.   0.  50.  70.   0. 100.   0.  30.],[337 247 338 324 268 236 171 564]
1+3 (0.54:0.46),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[ 70.   0.  50.  70.   0. 100.   0.  30.],[337 247 338 471 268 236 171 552]
1+3 (0.55:0.45),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[ 70.   0.  40.  70.   0. 100.   0.  30.],[337 247 338 473 268 236 171 553]
1+3 (0.56:0.44),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[ 70.   0.  40.  60.   0. 100.   0.  30.],[337 247 338 651 268 236 171 553]
1+3 (0.57:0.43),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[ 70.   0.  40.  60.   0. 100.   0.  70.],[337 247 338 651 268 236 171 510]
1+3 (0.58:0.42),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[70.  0. 40. 60.  0. 80.  0. 70.],[337 247 338 519 268 286 171 489]
1+3 (0.59:0.41),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[70.  0. 30. 80.  0. 80.  0. 70.],[337 247 338 593 268 271 171 511]
1+3 (0.60:0.40),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[70.  0. 30. 80.  0. 80.  0. 70.],[337 247 338 594 268 271 171 467]
1+3 (0.61:0.39),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[70.  0. 30. 80.  0. 80.  0. 70.],[349 247 338 584 268 271 171 464]
1+3 (0.62:0.38),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[70.  0. 30. 50.  0. 70.  0. 70.],[349 247 338 575 268 260 171 464]
1+3 (0.63:0.37),7 & 6,3,[ 0. 70.  0.  0. 63.  0. 81.  0.],[70.  0. 30. 60.  0. 80.  0. 70.],[349 247 338 573 268 267 171 465]
1+3 (0.64:0.36),7 & 6,3,[ 0. 70.  0.  0. 59.  0. 81.  0.],[70.  0. 40. 60.  0. 80.  0. 70.],[349 247 338 478 294 250 171 468]
1+3 (0.65:0.35),7 & 6,3,[ 0. 70.  0.  0. 59.  0. 81.  0.],[70.  0. 40. 60.  0. 90.  0. 70.],[349 247 338 496 294 261 171 468]
1+3 (0.66:0.34),7 & 6,3,[ 0. 70.  0.  0. 59.  0. 81.  0.],[70.  0. 40. 70.  0. 90.  0. 70.],[349 247 338 448 294 262 171 468]
1+3 (0.67:0.33),7 & 6,3,[ 0. 70.  0.  0. 59.  0. 81.  0.],[70.  0. 40. 70.  0. 90.  0. 70.],[350 247 338 451 294 261 171 468]
1+3 (0.68:0.32),7 & 6,3,[ 0. 70.  0.  0. 59.  0. 81.  0.],[70.  0. 40. 70.  0. 90.  0. 60.],[350 247 338 456 294 283 171 575]
1+3 (0.69:0.31),7 & 6,3,[ 0. 70.  0.  0. 59.  0. 81.  0.],[70.  0. 40. 70.  0. 90.  0. 60.],[350 247 338 463 294 275 171 520]
1+3 (0.70:0.30),7 & 6,3,[ 0. 70.  0.  0. 59.  0. 81.  0.],[70.  0. 40. 70.  0. 90.  0. 60.],[350 247 338 423 294 264 171 520]
1+3 (0.71:0.29),7 & 6,3,[ 0. 70.  0.  0. 59.  0. 81.  0.],[ 70.   0.  40.  70.   0. 100.   0.  60.],[365 247 338 426 294 289 171 524]
1+3 (0.72:0.28),7 & 6,3,[ 0. 70.  0.  0. 59.  0. 81.  0.],[ 70.   0.  40.  70.   0. 100.   0.  60.],[346 247 338 443 294 276 171 524]
1+3 (0.73:0.27),7 & 6,3,[ 0. 70.  0.  0. 59.  0. 81.  0.],[ 70.   0.  40.  60.   0. 100.   0.  50.],[349 247 338 552 294 275 171 525]
1+3 (0.74:0.26),7 & 6,3,[ 0. 70.  0.  0. 59.  0. 81.  0.],[ 60.   0.  40.  30.   0. 100.   0.  60.],[349 247 338 538 294 279 171 527]
1+3 (0.75:0.25),7 & 6,3,[ 0. 70.  0.  0. 59.  0. 81.  0.],[ 60.   0.  40.  40.   0. 100.   0.  60.],[349 247 338 473 294 302 171 520]
1+3 (0.76:0.24),7 & 6,3,[ 0. 70.  0.  0. 59.  0. 81.  0.],[ 60.   0.  50.  30.   0. 100.   0.  50.],[346 247 338 528 294 262 171 523]
